Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
2012,London,Hockey,Hockey,"ZELLER, Christopher",GER,Men,Hockey,Gold
2012,London,Hockey,Hockey,"ZELLER, Philipp",GER,Men,Hockey,Gold
2012,London,Hockey,Hockey,"BAART, Sander",NED,Men,Hockey,Silver
2012,London,Hockey,Hockey,"BAKKER, Billy",NED,Men,Hockey,Silver
2012,London,Hockey,Hockey,"BALKESTEIN, Marcel",NED,Men,Hockey,Silver
2012,London,Hockey,Hockey,"DE NOOIJER, Teun",NED,Men,Hockey,Silver
2012,London,Hockey,Hockey,"DE VOOGD, Bob",NED,Men,Hockey,Silver
2012,London,Hockey,Hockey,"DE WIJN, Sander",NED,Men,Hockey,Silver
2012,London,Hockey,Hockey,"EVERS, Floris",NED,Men,Hockey,Silver
2012,London,Hockey,Hockey,"HOFMAN, Rogier",NED,Men,Hockey,Silver
2012,London,Hockey,Hockey,"JENNISKENS, Tim",NED,Men,Hockey,Silver
2012,London,Hockey,Hockey,"JOLIE, Wouter",NED,Men,Hockey,Silver
2012,London,Hockey,Hockey,"KEMPERMAN, Robbert",NED,Men,Hockey,Silver
2012,London,Hockey,Hockey,"STOCKMANN, Jaap",NED,Men,Hockey,Silver
2012,London,Hockey,Hockey,"VAN DER HORST, Robert",NED,Men,Hockey,Silver
2012,London,Hockey,Hockey,"VAN DER WEERDEN, Mink",NED,Men,Hockey,Silver
2012,London,Hockey,Hockey,"VERGA, Valentin",NED,Men,Hockey,Silver
2012,London,Hockey,Hockey,"VERMEULEN, Klaas",NED,Men,Hockey,Silver
2012,London,Hockey,Hockey,"WEUSTHOF, Roderick",NED,Men,Hockey,Silver
2012,London,Hockey,Hockey,"BURGERS, Nathan",AUS,Men,Hockey,Bronze
2012,London,Hockey,Hockey,"BUTTURINI, Matthew",AUS,Men,Hockey,Bronze
2012,London,Hockey,Hockey,"CARROLL, Joel",AUS,Men,Hockey,Bronze
2012,London,Hockey,Hockey,"CIRIELLO, Christopher",AUS,Men,Hockey,Bronze
2012,London,Hockey,Hockey,"DE YOUNG, Liam",AUS,Men,Hockey,Bronze
2012,London,Hockey,Hockey,"DEAVIN, Timothy",AUS,Men,Hockey,Bronze
2012,London,Hockey,Hockey,"DWYER, Jamie",AUS,Men,Hockey,Bronze
2012,London,Hockey,Hockey,"FORD, Russell",AUS,Men,Hockey,Bronze
2012,London,Hockey,Hockey,"GOHDES, Matt",AUS,Men,Hockey,Bronze
2012,London,Hockey,Hockey,"GOVERS, Kieran",AUS,Men,Hockey,Bronze
2012,London,Hockey,Hockey,"KAVANAGH, Fergus",AUS,Men,Hockey,Bronze
2012,London,Hockey,Hockey,"KNOWLES, Mark",AUS,Men,Hockey,Bronze
2012,London,Hockey,Hockey,"OCKENDEN, Edward",AUS,Men,Hockey,Bronze
2012,London,Hockey,Hockey,"ORCHARD, Simon",AUS,Men,Hockey,Bronze
2012,London,Hockey,Hockey,"SWANN, Matthew",AUS,Men,Hockey,Bronze
2012,London,Hockey,Hockey,"TURNER, Glenn",AUS,Men,Hockey,Bronze
2012,London,Hockey,Hockey,"AGLIOTTI, Marilyn",NED,Women,Hockey,Gold
2012,London,Hockey,Hockey,"DE BLAEIJ, Merel",NED,Women,Hockey,Gold
2012,London,Hockey,Hockey,"DE GOEDE, Eva",NED,Women,Hockey,Gold
2012,London,Hockey,Hockey,"DIRKSE VAN DEN HEUVEL, Carlien",NED,Women,Hockey,Gold
2012,London,Hockey,Hockey,"GODERIE, Maartje",NED,Women,Hockey,Gold
2012,London,Hockey,Hockey,"HOOG, Ellen",NED,Women,Hockey,Gold
2012,London,Hockey,Hockey,"JONKER, Kelly",NED,Women,Hockey,Gold
2012,London,Hockey,Hockey,"LAMMERS, Kim",NED,Women,Hockey,Gold
2012,London,Hockey,Hockey,"PAUMEN, Maartje",NED,Women,Hockey,Gold
2012,London,Hockey,Hockey,"POLKAMP, Sophie",NED,Women,Hockey,Gold
2012,London,Hockey,Hockey,"SOMBROEK, Joyce",NED,Women,Hockey,Gold
2012,London,Hockey,Hockey,"VAN AS, Naomi",NED,Women,Hockey,Gold
2012,London,Hockey,Hockey,"VAN GEFFEN, Margot",NED,Women,Hockey,Gold
2012,London,Hockey,Hockey,"VAN MAASAKKER, Caia",NED,Women,Hockey,Gold
2012,London,Hockey,Hockey,"VAN MALE, Kitty",NED,Women,Hockey,Gold
2012,London,Hockey,Hockey,"WELTEN, Lidewij",NED,Women,Hockey,Gold
2012,London,Hockey,Hockey,"AYMAR, Luciana",ARG,Women,Hockey,Silver
2012,London,Hockey,Hockey,"BARRIONUEVO, Noel",ARG,Women,Hockey,Silver
2012,London,Hockey,Hockey,"CAVALLERO, Martina",ARG,Women,Hockey,Silver
2012,London,Hockey,Hockey,"DEL COLLE, Laura",ARG,Women,Hockey,Silver
2012,London,Hockey,Hockey,"D'ELIA, Maria Silvina",ARG,Women,Hockey,Silver
2012,London,Hockey,Hockey,"HABIF, Florencia",ARG,Women,Hockey,Silver
2012,London,Hockey,Hockey,"LUCHETTI, Rosario",ARG,Women,Hockey,Silver
2012,London,Hockey,Hockey,"MACCARI, Sofia",ARG,Women,Hockey,Silver
2012,London,Hockey,Hockey,"MERINO, Delfina",ARG,Women,Hockey,Silver
2012,London,Hockey,Hockey,"MUTIO, Florencia",ARG,Women,Hockey,Silver
2012,London,Hockey,Hockey,"REBECCHI, Carla",ARG,Women,Hockey,Silver
2012,London,Hockey,Hockey,"RODRIGUEZ PEREZ, Macarena",ARG,Women,Hockey,Silver
2012,London,Hockey,Hockey,"SANCHEZ MOCCIA, Rocio",ARG,Women,Hockey,Silver
2012,London,Hockey,Hockey,"SCARONE, Mariela",ARG,Women,Hockey,Silver
2012,London,Hockey,Hockey,"SRUOGA, Daniela",ARG,Women,Hockey,Silver
2012,London,Hockey,Hockey,"SRUOGA, Josefina",ARG,Women,Hockey,Silver
2012,London,Hockey,Hockey,"BALL, Ashleigh",GBR,Women,Hockey,Bronze
2012,London,Hockey,Hockey,"BARTLETT, Laura",GBR,Women,Hockey,Bronze
2012,London,Hockey,Hockey,"CULLEN, Crista",GBR,Women,Hockey,Bronze
2012,London,Hockey,Hockey,"DANSON, Alex",GBR,Women,Hockey,Bronze
2012,London,Hockey,Hockey,"MACLEOD, Hannah",GBR,Women,Hockey,Bronze
2012,London,Hockey,Hockey,"MAGUIRE, Emily",GBR,Women,Hockey,Bronze
2012,London,Hockey,Hockey,"PANTER, Anne",GBR,Women,Hockey,Bronze
2012,London,Hockey,Hockey,"RICHARDSON, Helen",GBR,Women,Hockey,Bronze
2012,London,Hockey,Hockey,"ROGERS, Chloe",GBR,Women,Hockey,Bronze
2012,London,Hockey,Hockey,"STORRY, Elizabeth",GBR,Women,Hockey,Bronze
2012,London,Hockey,Hockey,"THOMAS, Sarah",GBR,Women,Hockey,Bronze
2012,London,Hockey,Hockey,"TWIGG, Georgie",GBR,Women,Hockey,Bronze
2012,London,Hockey,Hockey,"UNSWORTH, Laura",GBR,Women,Hockey,Bronze
2012,London,Hockey,Hockey,"WALSH, Kate",GBR,Women,Hockey,Bronze
2012,London,Hockey,Hockey,"WALTON, Sally",GBR,Women,Hockey,Bronze
2012,London,Hockey,Hockey,"WHITE, Nicola",GBR,Women,Hockey,Bronze
2012,London,Judo,Judo,"MENEZES, Sarah",BRA,Women,- 48 KG,Gold
2012,London,Judo,Judo,"DUMITRU, Alina",ROU,Women,- 48 KG,Silver
2012,London,Judo,Judo,"CSERNOVICZKI, Eva",HUN,Women,- 48 KG,Bronze
2012,London,Judo,Judo,"VAN SNICK, Charline",BEL,Women,- 48 KG,Bronze
2012,London,Judo,Judo,"GALSTYAN, Arsen",RUS,Men,- 60 KG,Gold
2012,London,Judo,Judo,"HIRAOKA, Hiroaki",JPN,Men,- 60 KG,Silver
2012,London,Judo,Judo,"KITADAI, Felipe",BRA,Men,- 60 KG,Bronze
2012,London,Judo,Judo,"SOBIROV, Rishod",UZB,Men,- 60 KG,Bronze
2012,London,Judo,Judo,"RINER, Teddy",FRA,Men,+ 100KG,Gold
2012,London,Judo,Judo,"MIKHAYLIN, Alexander",RUS,Men,+ 100KG,Silver
2012,London,Judo,Judo,"SILVA, Rafael",BRA,Men,+ 100KG,Bronze
2012,London,Judo,Judo,"TOELZER, Andreas",GER,Men,+ 100KG,Bronze
2012,London,Judo,Judo,"ORTIZ, Idalys",CUB,Women,+ 78KG,Gold
2012,London,Judo,Judo,"SUGIMOTO, Mika",JPN,Women,+ 78KG,Silver
2012,London,Judo,Judo,"BRYANT, Karina",GBR,Women,+ 78KG,Bronze
2012,London,Judo,Judo,"TONG, Wen",CHN,Women,+ 78KG,Bronze
2012,London,Judo,Judo,"AN, Kum Ae",PRK,Women,48 - 52KG,Gold
2012,London,Judo,Judo,"BERMOY ACOSTA, Yanet",CUB,Women,48 - 52KG,Silver
2012,London,Judo,Judo,"FORCINITI, Rosalba",ITA,Women,48 - 52KG,Bronze
2012,London,Judo,Judo,"GNETO, Priscilla",FRA,Women,48 - 52KG,Bronze
2012,London,Judo,Judo,"MATSUMOTO, Kaori",JPN,Women,52 - 57KG,Gold
2012,London,Judo,Judo,"CAPRIORIU, Corina",ROU,Women,52 - 57KG,Silver
2012,London,Judo,Judo,"MALLOY, Marti",USA,Women,52 - 57KG,Bronze
2012,London,Judo,Judo,"PAVIA, Automne",FRA,Women,52 - 57KG,Bronze
2012,London,Judo,Judo,"ZOLNIR, Urska",SLO,Women,57 - 63KG,Gold
2012,London,Judo,Judo,"XU, Lili",CHN,Women,57 - 63KG,Silver
2012,London,Judo,Judo,"EMANE, Gevrise",FRA,Women,57 - 63KG,Bronze
2012,London,Judo,Judo,"UENO, Yoshie",JPN,Women,57 - 63KG,Bronze
2012,London,Judo,Judo,"SHAVDATUASHVILI, Lasha",GEO,Men,60 - 66KG,Gold
2012,London,Judo,Judo,"UNGVARI, Miklos",HUN,Men,60 - 66KG,Silver
2012,London,Judo,Judo,"CHO, Jun-Ho",KOR,Men,60 - 66KG,Bronze
2012,London,Judo,Judo,"EBINUMA, Masashi",JPN,Men,60 - 66KG,Bronze
2012,London,Judo,Judo,"DECOSSE, Lucie",FRA,Women,63 - 70KG,Gold
2012,London,Judo,Judo,"THIELE, Kerstin",GER,Women,63 - 70KG,Silver
2012,London,Judo,Judo,"ALVEAR, Yuri",COL,Women,63 - 70KG,Bronze
2012,London,Judo,Judo,"BOSCH, Edith",NED,Women,63 - 70KG,Bronze
2012,London,Judo,Judo,"ISAEV, Mansur",RUS,Men,66 - 73KG,Gold
2012,London,Judo,Judo,"NAKAYA, Riki",JPN,Men,66 - 73KG,Silver
2012,London,Judo,Judo,"LEGRAND, Ugo",FRA,Men,66 - 73KG,Bronze
2012,London,Judo,Judo,"SAINJARGAL, Nyam-Ochir",MGL,Men,66 - 73KG,Bronze
2012,London,Judo,Judo,"HARRISON, Kayla",USA,Women,70 - 78KG,Gold
2012,London,Judo,Judo,"GIBBONS, Gemma",GBR,Women,70 - 78KG,Silver
2012,London,Judo,Judo,"AGUIAR, Mayra",BRA,Women,70 - 78KG,Bronze
2012,London,Judo,Judo,"TCHEUMEO, Audrey",FRA,Women,70 - 78KG,Bronze
2012,London,Judo,Judo,"KIM, Jae-Bum",KOR,Men,73 - 81KG,Gold
2012,London,Judo,Judo,"BISCHOF, Ole",GER,Men,73 - 81KG,Silver
2012,London,Judo,Judo,"NIFONTOV, Ivan",RUS,Men,73 - 81KG,Bronze
2012,London,Judo,Judo,"VALOIS-FORTIER, Antoine",CAN,Men,73 - 81KG,Bronze
2012,London,Judo,Judo,"SONG, Dae-Nam",KOR,Men,81 - 90KG,Gold
2012,London,Judo,Judo,"GONZALEZ, Asley",CUB,Men,81 - 90KG,Silver
2012,London,Judo,Judo,"ILIADIS, Ilias",GRE,Men,81 - 90KG,Bronze
2012,London,Judo,Judo,"NISHIYAMA, Masashi",JPN,Men,81 - 90KG,Bronze
2012,London,Judo,Judo,"KHAIBULAEV, Tagir",RUS,Men,90 - 100KG,Gold
2012,London,Judo,Judo,"NAIDAN, Tuvshinbayar",MGL,Men,90 - 100KG,Silver
2012,London,Judo,Judo,"GROL, Henk",NED,Men,90 - 100KG,Bronze
2012,London,Judo,Judo,"PETERS, Dimitri",GER,Men,90 - 100KG,Bronze
2012,London,Modern Pentathlon,Modern Pentathlon,"SVOBODA, David",CZE,Men,Individual,Gold
2012,London,Modern Pentathlon,Modern Pentathlon,"CAO, Zhongrong",CHN,Men,Individual,Silver
2012,London,Modern Pentathlon,Modern Pentathlon,"MAROSI, Adam",HUN,Men,Individual,Bronze
2012,London,Modern Pentathlon,Modern Pentathlon,"ASADAUSKAITE, Laura",LTU,Women,Individual,Gold
2012,London,Modern Pentathlon,Modern Pentathlon,"MURRAY, Samantha",GBR,Women,Individual,Silver
2012,London,Modern Pentathlon,Modern Pentathlon,"MARQUES, Yane",BRA,Women,Individual,Bronze
2012,London,Rowing,Rowing,"GREGORY, Alex",GBR,Men,Coxless Four,Gold
2012,London,Rowing,Rowing,"JAMES, Tom",GBR,Men,Coxless Four,Gold
2012,London,Rowing,Rowing,"REED, Pete",GBR,Men,Coxless Four,Gold
2012,London,Rowing,Rowing,"TRIGGS HODGE, Andrew",GBR,Men,Coxless Four,Gold
2012,London,Rowing,Rowing,"CHAPMAN, James",AUS,Men,Coxless Four,Silver
2012,London,Rowing,Rowing,"DUNKLEY-SMITH, Joshua",AUS,Men,Coxless Four,Silver
2012,London,Rowing,Rowing,"GINN, Drew",AUS,Men,Coxless Four,Silver
2012,London,Rowing,Rowing,"LOCKWOOD, William",AUS,Men,Coxless Four,Silver
2012,London,Rowing,Rowing,"COLE, Charles",USA,Men,Coxless Four,Bronze
2012,London,Rowing,Rowing,"GAULT, Scott",USA,Men,Coxless Four,Bronze
2012,London,Rowing,Rowing,"OCHAL, Glenn",USA,Men,Coxless Four,Bronze
2012,London,Rowing,Rowing,"RUMMEL, Henrik",USA,Men,Coxless Four,Bronze
2012,London,Rowing,Rowing,"BOND, Hamish",NZL,Men,Coxless Pair 2-,Gold
2012,London,Rowing,Rowing,"MURRAY, Eric",NZL,Men,Coxless Pair 2-,Gold
2012,London,Rowing,Rowing,"CHARDIN, Germain",FRA,Men,Coxless Pair 2-,Silver
2012,London,Rowing,Rowing,"MORTELETTE, Dorian",FRA,Men,Coxless Pair 2-,Silver
2012,London,Rowing,Rowing,"NASH, George",GBR,Men,Coxless Pair 2-,Bronze
2012,London,Rowing,Rowing,"SATCH, William",GBR,Men,Coxless Pair 2-,Bronze
2012,London,Rowing,Rowing,"GLOVER, Helen",GBR,Women,Coxless Pair 2-,Gold
2012,London,Rowing,Rowing,"STANNING, Heather",GBR,Women,Coxless Pair 2-,Gold
2012,London,Rowing,Rowing,"HORNSEY, Kate",AUS,Women,Coxless Pair 2-,Silver
2012,London,Rowing,Rowing,"OUTHWAITE, Sarah",AUS,Women,Coxless Pair 2-,Silver
2012,London,Rowing,Rowing,"HAIGH, Juliette",NZL,Women,Coxless Pair 2-,Bronze
2012,London,Rowing,Rowing,"SCOWN, Rebecca",NZL,Women,Coxless Pair 2-,Bronze
2012,London,Rowing,Rowing,"COHEN, Nathan",NZL,Men,Double Sculls,Gold
2012,London,Rowing,Rowing,"SULLIVAN, Joseph",NZL,Men,Double Sculls,Gold
2012,London,Rowing,Rowing,"BATTISTI, Romano",ITA,Men,Double Sculls,Silver
2012,London,Rowing,Rowing,"SARTORI, Alessio",ITA,Men,Double Sculls,Silver
2012,London,Rowing,Rowing,"COP, Iztok",SLO,Men,Double Sculls,Bronze
2012,London,Rowing,Rowing,"SPIK, Luka",SLO,Men,Double Sculls,Bronze
2012,London,Rowing,Rowing,"GRAINGER, Katherine",GBR,Women,Double Sculls,Gold
2012,London,Rowing,Rowing,"WATKINS, Anna",GBR,Women,Double Sculls,Gold
2012,London,Rowing,Rowing,"CROW, Kim",AUS,Women,Double Sculls,Silver
2012,London,Rowing,Rowing,"PRATLEY, Brooke",AUS,Women,Double Sculls,Silver
2012,London,Rowing,Rowing,"FULARCZYK, Magdalena",POL,Women,Double Sculls,Bronze
2012,London,Rowing,Rowing,"MICHALSKA, Julia",POL,Women,Double Sculls,Bronze
2012,London,Rowing,Rowing,"ADAMSKI, Filip Kamil",GER,Men,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"JOHANNESEN, Eric",GER,Men,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"KUFFNER, Andreas",GER,Men,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"MENNINGEN, Florian",GER,Men,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"MUELLER, Lukas",GER,Men,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"REINELT, Maximilian",GER,Men,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"SAUER, Martin",GER,Men,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"SCHMIDT, Richard",GER,Men,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"WILKE, Kristof",GER,Men,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"BERGEN, Gabriel",CAN,Men,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"BROWN, Jeremiah",CAN,Men,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"BYRNES, Andrew",CAN,Men,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"CROTHERS, Will",CAN,Men,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"CSIMA, Douglas",CAN,Men,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"GIBSON, Rob",CAN,Men,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"HOWARD, Malcolm",CAN,Men,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"MCCABE, Conlin",CAN,Men,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"PRICE, Brian",CAN,Men,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"EGINGTON, Richard",GBR,Men,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"FOAD, James",GBR,Men,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"HILL, Phelan",GBR,Men,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"LANGRIDGE, Matthew",GBR,Men,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"LOULOUDIS, Constantine",GBR,Men,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"PARTRIDGE, Alex",GBR,Men,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"RANSLEY, Tom",GBR,Men,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"SBIHI, Mohamed",GBR,Men,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"SEARLE, Greg",GBR,Men,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"CAFARO, Erin",USA,Women,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"DAVIES, Caryn",USA,Women,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"FRANCIA, Susan",USA,Women,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"LIND, Caroline",USA,Women,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"LOFGREN, Esther",USA,Women,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"LOGAN, Eleanor",USA,Women,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"MUSNICKI, Meghan",USA,Women,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"RITZEL, Taylor",USA,Women,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"WHIPPLE, Mary",USA,Women,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"BRZOZOWICZ, Ashley",CAN,Women,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"GULOIEN, Krista",CAN,Women,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"HANSON, Janine",CAN,Women,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"MARQUARDT, Darcy",CAN,Women,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"MASTRACCI, Natalie",CAN,Women,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"MORIN, Andreanne",CAN,Women,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"THOMPSON, Lesley",CAN,Women,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"VIINBERG, Rachelle",CAN,Women,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"WILKINSON, Lauren",CAN,Women,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"ACHTERBERG, Chantal",NED,Women,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"BELDERBOS, Claudia",NED,Women,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"BOUW, Carline",NED,Women,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"DE GROOT, Sytske",NED,Women,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"DE HAAN, Annemiek",NED,Women,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"KINGMA, Nienke",NED,Women,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"REPELAER VAN DRIEL, Roline",NED,Women,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"SCHELLEKENS, Anne",NED,Women,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"VEENHOVEN, Jacobine",NED,Women,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"BRITTAIN, Matthew",RSA,Men,Lightweight 4,Gold
2012,London,Rowing,Rowing,"NDLOVU, Sizwe",RSA,Men,Lightweight 4,Gold
2012,London,Rowing,Rowing,"SMITH, John",RSA,Men,Lightweight 4,Gold
2012,London,Rowing,Rowing,"THOMPSON, James",RSA,Men,Lightweight 4,Gold
2012,London,Rowing,Rowing,"BARTLEY, Chris",GBR,Men,Lightweight 4,Silver
2012,London,Rowing,Rowing,"CHAMBERS, Peter",GBR,Men,Lightweight 4,Silver
2012,London,Rowing,Rowing,"CHAMBERS, Richard",GBR,Men,Lightweight 4,Silver
2012,London,Rowing,Rowing,"WILLIAMS, Robert",GBR,Men,Lightweight 4,Silver
2012,London,Rowing,Rowing,"BARSOE, Jacob",DEN,Men,Lightweight 4,Bronze
2012,London,Rowing,Rowing,"EBBESEN, Eskild",DEN,Men,Lightweight 4,Bronze
2012,London,Rowing,Rowing,"JORGENSEN, Morten",DEN,Men,Lightweight 4,Bronze
2012,London,Rowing,Rowing,"WINTHER, Kasper",DEN,Men,Lightweight 4,Bronze
2012,London,Rowing,Rowing,"QUIST, Rasmus",DEN,Men,Lightweight Doubles,Gold
2012,London,Rowing,Rowing,"RASMUSSEN, Mads",DEN,Men,Lightweight Doubles,Gold
2012,London,Rowing,Rowing,"HUNTER, Mark",GBR,Men,Lightweight Doubles,Silver
2012,London,Rowing,Rowing,"PURCHASE, Zac",GBR,Men,Lightweight Doubles,Silver
2012,London,Rowing,Rowing,"TAYLOR, Peter",NZL,Men,Lightweight Doubles,Bronze
2012,London,Rowing,Rowing,"URU, Storm",NZL,Men,Lightweight Doubles,Bronze
2012,London,Rowing,Rowing,"COPELAND, Katherine",GBR,Women,Lightweight Doubles,Gold
2012,London,Rowing,Rowing,"HOSKING, Sophie",GBR,Women,Lightweight Doubles,Gold
2012,London,Rowing,Rowing,"HUANG, Wenyi",CHN,Women,Lightweight Doubles,Silver
2012,London,Rowing,Rowing,"XU, Dongxiang",CHN,Women,Lightweight Doubles,Silver
2012,London,Rowing,Rowing,"GIAZITZIDOU, Christina",GRE,Women,Lightweight Doubles,Bronze
2012,London,Rowing,Rowing,"TSIAVOU, Alexandra",GRE,Women,Lightweight Doubles,Bronze
2012,London,Rowing,Rowing,"GROHMANN, Tim",GER,Men,Quadruple Sculls,Gold
2012,London,Rowing,Rowing,"SCHOOF, Lauritz",GER,Men,Quadruple Sculls,Gold
2012,London,Rowing,Rowing,"SCHULZE, Karl",GER,Men,Quadruple Sculls,Gold
2012,London,Rowing,Rowing,"WENDE, Phillipp",GER,Men,Quadruple Sculls,Gold
2012,London,Rowing,Rowing,"MARTIN, Damir",CRO,Men,Quadruple Sculls,Silver
2012,London,Rowing,Rowing,"SAIN, David",CRO,Men,Quadruple Sculls,Silver
2012,London,Rowing,Rowing,"SINKOVIC, Martin",CRO,Men,Quadruple Sculls,Silver
2012,London,Rowing,Rowing,"SINKOVIC, Valent",CRO,Men,Quadruple Sculls,Silver
2012,London,Rowing,Rowing,"FORSTERLING, Karsten",AUS,Men,Quadruple Sculls,Bronze
2012,London,Rowing,Rowing,"MCRAE, James",AUS,Men,Quadruple Sculls,Bronze
2012,London,Rowing,Rowing,"MORGAN, Christopher",AUS,Men,Quadruple Sculls,Bronze
2012,London,Rowing,Rowing,"NOONAN, Daniel",AUS,Men,Quadruple Sculls,Bronze
2012,London,Rowing,Rowing,"DEMENTYEVA, Yana",UKR,Women,Quadruple Sculls,Gold
2012,London,Rowing,Rowing,"DOVGODKO, Nataliya",UKR,Women,Quadruple Sculls,Gold
2012,London,Rowing,Rowing,"KOZHENKOVA, Anastasiia",UKR,Women,Quadruple Sculls,Gold
2012,London,Rowing,Rowing,"TARASENKO, Kateryna",UKR,Women,Quadruple Sculls,Gold
2012,London,Rowing,Rowing,"BAER, Carina",GER,Women,Quadruple Sculls,Silver
2012,London,Rowing,Rowing,"OPPELT, Britta",GER,Women,Quadruple Sculls,Silver
2012,London,Rowing,Rowing,"RICHTER, Julia",GER,Women,Quadruple Sculls,Silver
2012,London,Rowing,Rowing,"THIELE, Annekatrin",GER,Women,Quadruple Sculls,Silver
2012,London,Rowing,Rowing,"DELL, Natalie",USA,Women,Quadruple Sculls,Bronze
2012,London,Rowing,Rowing,"KALMOE, Megan",USA,Women,Quadruple Sculls,Bronze
2012,London,Rowing,Rowing,"KOHLER, Kara",USA,Women,Quadruple Sculls,Bronze
2012,London,Rowing,Rowing,"MARTELLI, Adrienne",USA,Women,Quadruple Sculls,Bronze
2012,London,Rowing,Rowing,"DRYSDALE, Mahe",NZL,Men,Single Sculls,Gold
2012,London,Rowing,Rowing,"SYNEK, Ondrej",CZE,Men,Single Sculls,Silver
2012,London,Rowing,Rowing,"CAMPBELL, Alan",GBR,Men,Single Sculls,Bronze
2012,London,Rowing,Rowing,"KNAPKOVA, Mirka",CZE,Women,Single Sculls,Gold
2012,London,Rowing,Rowing,"ERICHSEN, Fie Udby",DEN,Women,Single Sculls,Silver
2012,London,Rowing,Rowing,"CROW, Kim",AUS,Women,Single Sculls,Bronze
2012,London,Sailing,Sailing,"BELCHER, Mathew",AUS,Men,470,Gold
2012,London,Sailing,Sailing,"PAGE, Malcolm",AUS,Men,470,Gold
2012,London,Sailing,Sailing,"BITHELL, Stuart",GBR,Men,470,Silver
2012,London,Sailing,Sailing,"PATIENCE, Luke",GBR,Men,470,Silver
2012,London,Sailing,Sailing,"CALABRESE, Lucas",ARG,Men,470,Bronze
2012,London,Sailing,Sailing,"DE LA FUENTE, Juan",ARG,Men,470,Bronze
2012,London,Sailing,Sailing,"ALEH, Jo",NZL,Women,470,Gold
2012,London,Sailing,Sailing,"POWRIE, Olivia",NZL,Women,470,Gold
2012,London,Sailing,Sailing,"CLARK, Saskia",GBR,Women,470,Silver
2012,London,Sailing,Sailing,"MILLS, Hannah",GBR,Women,470,Silver
2012,London,Sailing,Sailing,"BERKHOUT, Lobke",NED,Women,470,Bronze
2012,London,Sailing,Sailing,"WESTERHOF, Lisa",NED,Women,470,Bronze
2012,London,Sailing,Sailing,"JENSEN, Iain",AUS,Men,49Er - Skiff,Gold
2012,London,Sailing,Sailing,"OUTTERIDGE, Nathan",AUS,Men,49Er - Skiff,Gold
